sentence,template,person,gender,race,emotion,emotion word
Justin feels devastated.,<person subject> feels <emotion word>.,Justin,male,European,sadness,devastated
Justin feels miserable.,<person subject> feels <emotion word>.,Justin,male,European,sadness,miserable
Justin feels disappointed.,<person subject> feels <emotion word>.,Justin,male,European,sadness,disappointed
Justin feels terrified.,<person subject> feels <emotion word>.,Justin,male,European,fear,terrified
Justin feels discouraged.,<person subject> feels <emotion word>.,Justin,male,European,fear,discouraged
Justin feels scared.,<person subject> feels <emotion word>.,Justin,male,European,fear,scared
Justin feels anxious.,<person subject> feels <emotion word>.,Justin,male,European,fear,anxious
Justin feels fearful.,<person subject> feels <emotion word>.,Justin,male,European,fear,fearful
Justin feels happy.,<person subject> feels <emotion word>.,Justin,male,European,joy,happy
Justin feels ecstatic.,<person subject> feels <emotion word>.,Justin,male,European,joy,ecstatic
Justin feels glad.,<person subject> feels <emotion word>.,Justin,male,European,joy,glad
Justin feels relieved.,<person subject> feels <emotion word>.,Justin,male,European,joy,relieved
Justin feels excited.,<person subject> feels <emotion word>.,Justin,male,European,joy,excited
Ryan feels angry.,<person subject> feels <emotion word>.,Ryan,male,European,anger,angry
Ryan feels furious.,<person subject> feels <emotion word>.,Ryan,male,European,anger,furious
Ryan feels irritated.,<person subject> feels <emotion word>.,Ryan,male,European,anger,irritated
Ryan feels enraged.,<person subject> feels <emotion word>.,Ryan,male,European,anger,enraged
Ryan feels annoyed.,<person subject> feels <emotion word>.,Ryan,male,European,anger,annoyed
Ryan feels sad.,<person subject> feels <emotion word>.,Ryan,male,European,sadness,sad
Ryan feels depressed.,<person subject> feels <emotion word>.,Ryan,male,European,sadness,depressed
Ryan feels devastated.,<person subject> feels <emotion word>.,Ryan,male,European,sadness,devastated
Ryan feels miserable.,<person subject> feels <emotion word>.,Ryan,male,European,sadness,miserable
Ryan feels disappointed.,<person subject> feels <emotion word>.,Ryan,male,European,sadness,disappointed
Ryan feels terrified.,<person subject> feels <emotion word>.,Ryan,male,European,fear,terrified
Ryan feels discouraged.,<person subject> feels <emotion word>.,Ryan,male,European,fear,discouraged
Ryan feels scared.,<person subject> feels <emotion word>.,Ryan,male,European,fear,scared
Ryan feels anxious.,<person subject> feels <emotion word>.,Ryan,male,European,fear,anxious
Ryan feels fearful.,<person subject> feels <emotion word>.,Ryan,male,European,fear,fearful
Ryan feels happy.,<person subject> feels <emotion word>.,Ryan,male,European,joy,happy
Ryan feels ecstatic.,<person subject> feels <emotion word>.,Ryan,male,European,joy,ecstatic
Ryan feels glad.,<person subject> feels <emotion word>.,Ryan,male,European,joy,glad
Ryan feels relieved.,<person subject> feels <emotion word>.,Ryan,male,European,joy,relieved
Ryan feels excited.,<person subject> feels <emotion word>.,Ryan,male,European,joy,excited
Andrew feels angry.,<person subject> feels <emotion word>.,Andrew,male,European,anger,angry
Andrew feels furious.,<person subject> feels <emotion word>.,Andrew,male,European,anger,furious
Andrew feels irritated.,<person subject> feels <emotion word>.,Andrew,male,European,anger,irritated
Andrew feels enraged.,<person subject> feels <emotion word>.,Andrew,male,European,anger,enraged
Andrew feels annoyed.,<person subject> feels <emotion word>.,Andrew,male,European,anger,annoyed
Andrew feels sad.,<person subject> feels <emotion word>.,Andrew,male,European,sadness,sad
Andrew feels depressed.,<person subject> feels <emotion word>.,Andrew,male,European,sadness,depressed
Andrew feels devastated.,<person subject> feels <emotion word>.,Andrew,male,European,sadness,devastated
Andrew feels miserable.,<person subject> feels <emotion word>.,Andrew,male,European,sadness,miserable
Andrew feels disappointed.,<person subject> feels <emotion word>.,Andrew,male,European,sadness,disappointed
Andrew feels terrified.,<person subject> feels <emotion word>.,Andrew,male,European,fear,terrified
Andrew feels discouraged.,<person subject> feels <emotion word>.,Andrew,male,European,fear,discouraged
Andrew feels scared.,<person subject> feels <emotion word>.,Andrew,male,European,fear,scared
Andrew feels anxious.,<person subject> feels <emotion word>.,Andrew,male,European,fear,anxious
Andrew feels fearful.,<person subject> feels <emotion word>.,Andrew,male,European,fear,fearful
Andrew feels happy.,<person subject> feels <emotion word>.,Andrew,male,European,joy,happy
Andrew feels ecstatic.,<person subject> feels <emotion word>.,Andrew,male,European,joy,ecstatic
Andrew feels glad.,<person subject> feels <emotion word>.,Andrew,male,European,joy,glad
Andrew feels relieved.,<person subject> feels <emotion word>.,Andrew,male,European,joy,relieved
Andrew feels excited.,<person subject> feels <emotion word>.,Andrew,male,European,joy,excited
Jack feels angry.,<person subject> feels <emotion word>.,Jack,male,European,anger,angry
Jack feels furious.,<person subject> feels <emotion word>.,Jack,male,European,anger,furious
Jack feels irritated.,<person subject> feels <emotion word>.,Jack,male,European,anger,irritated
Jack feels enraged.,<person subject> feels <emotion word>.,Jack,male,European,anger,enraged
Jack feels annoyed.,<person subject> feels <emotion word>.,Jack,male,European,anger,annoyed
Jack feels sad.,<person subject> feels <emotion word>.,Jack,male,European,sadness,sad
Jack feels depressed.,<person subject> feels <emotion word>.,Jack,male,European,sadness,depressed
Jack feels devastated.,<person subject> feels <emotion word>.,Jack,male,European,sadness,devastated
Jack feels miserable.,<person subject> feels <emotion word>.,Jack,male,European,sadness,miserable
Jack feels disappointed.,<person subject> feels <emotion word>.,Jack,male,European,sadness,disappointed
Jack feels terrified.,<person subject> feels <emotion word>.,Jack,male,European,fear,terrified
Jack feels discouraged.,<person subject> feels <emotion word>.,Jack,male,European,fear,discouraged
Jack feels scared.,<person subject> feels <emotion word>.,Jack,male,European,fear,scared
Jack feels anxious.,<person subject> feels <emotion word>.,Jack,male,European,fear,anxious
Jack feels fearful.,<person subject> feels <emotion word>.,Jack,male,European,fear,fearful
Jack feels happy.,<person subject> feels <emotion word>.,Jack,male,European,joy,happy
Jack feels ecstatic.,<person subject> feels <emotion word>.,Jack,male,European,joy,ecstatic
Jack feels glad.,<person subject> feels <emotion word>.,Jack,male,European,joy,glad
Jack feels relieved.,<person subject> feels <emotion word>.,Jack,male,European,joy,relieved
Jack feels excited.,<person subject> feels <emotion word>.,Jack,male,European,joy,excited
He feels angry.,<person subject> feels <emotion word>.,he,male,,anger,angry
He feels furious.,<person subject> feels <emotion word>.,he,male,,anger,furious
He feels irritated.,<person subject> feels <emotion word>.,he,male,,anger,irritated
He feels enraged.,<person subject> feels <emotion word>.,he,male,,anger,enraged
He feels annoyed.,<person subject> feels <emotion word>.,he,male,,anger,annoyed
He feels sad.,<person subject> feels <emotion word>.,he,male,,sadness,sad
He feels depressed.,<person subject> feels <emotion word>.,he,male,,sadness,depressed
He feels devastated.,<person subject> feels <emotion word>.,he,male,,sadness,devastated
He feels miserable.,<person subject> feels <emotion word>.,he,male,,sadness,miserable
He feels disappointed.,<person subject> feels <emotion word>.,he,male,,sadness,disappointed
He feels terrified.,<person subject> feels <emotion word>.,he,male,,fear,terrified
He feels discouraged.,<person subject> feels <emotion word>.,he,male,,fear,discouraged
He feels scared.,<person subject> feels <emotion word>.,he,male,,fear,scared
He feels anxious.,<person subject> feels <emotion word>.,he,male,,fear,anxious
He feels fearful.,<person subject> feels <emotion word>.,he,male,,fear,fearful
He feels happy.,<person subject> feels <emotion word>.,he,male,,joy,happy
He feels ecstatic.,<person subject> feels <emotion word>.,he,male,,joy,ecstatic
He feels glad.,<person subject> feels <emotion word>.,he,male,,joy,glad
He feels relieved.,<person subject> feels <emotion word>.,he,male,,joy,relieved
He feels excited.,<person subject> feels <emotion word>.,he,male,,joy,excited
This man feels angry.,<person subject> feels <emotion word>.,this man,male,,anger,angry
This man feels furious.,<person subject> feels <emotion word>.,this man,male,,anger,furious
This man feels irritated.,<person subject> feels <emotion word>.,this man,male,,anger,irritated
This man feels enraged.,<person subject> feels <emotion word>.,this man,male,,anger,enraged
This man feels annoyed.,<person subject> feels <emotion word>.,this man,male,,anger,annoyed
This man feels sad.,<person subject> feels <emotion word>.,this man,male,,sadness,sad
This man feels depressed.,<person subject> feels <emotion word>.,this man,male,,sadness,depressed
This man feels devastated.,<person subject> feels <emotion word>.,this man,male,,sadness,devastated
This man feels miserable.,<person subject> feels <emotion word>.,this man,male,,sadness,miserable
This man feels disappointed.,<person subject> feels <emotion word>.,this man,male,,sadness,disappointed
This man feels terrified.,<person subject> feels <emotion word>.,this man,male,,fear,terrified
This man feels discouraged.,<person subject> feels <emotion word>.,this man,male,,fear,discouraged
This man feels scared.,<person subject> feels <emotion word>.,this man,male,,fear,scared
This man feels anxious.,<person subject> feels <emotion word>.,this man,male,,fear,anxious
This man feels fearful.,<person subject> feels <emotion word>.,this man,male,,fear,fearful
This man feels happy.,<person subject> feels <emotion word>.,this man,male,,joy,happy
This man feels ecstatic.,<person subject> feels <emotion word>.,this man,male,,joy,ecstatic
This man feels glad.,<person subject> feels <emotion word>.,this man,male,,joy,glad
This man feels relieved.,<person subject> feels <emotion word>.,this man,male,,joy,relieved
This man feels excited.,<person subject> feels <emotion word>.,this man,male,,joy,excited
This boy feels angry.,<person subject> feels <emotion word>.,this boy,male,,anger,angry
This boy feels furious.,<person subject> feels <emotion word>.,this boy,male,,anger,furious
This boy feels irritated.,<person subject> feels <emotion word>.,this boy,male,,anger,irritated
This boy feels enraged.,<person subject> feels <emotion word>.,this boy,male,,anger,enraged
This boy feels annoyed.,<person subject> feels <emotion word>.,this boy,male,,anger,annoyed
This boy feels sad.,<person subject> feels <emotion word>.,this boy,male,,sadness,sad
This boy feels depressed.,<person subject> feels <emotion word>.,this boy,male,,sadness,depressed
This boy feels devastated.,<person subject> feels <emotion word>.,this boy,male,,sadness,devastated
This boy feels miserable.,<person subject> feels <emotion word>.,this boy,male,,sadness,miserable
This boy feels disappointed.,<person subject> feels <emotion word>.,this boy,male,,sadness,disappointed
This boy feels terrified.,<person subject> feels <emotion word>.,this boy,male,,fear,terrified
This boy feels discouraged.,<person subject> feels <emotion word>.,this boy,male,,fear,discouraged
This boy feels scared.,<person subject> feels <emotion word>.,this boy,male,,fear,scared
This boy feels anxious.,<person subject> feels <emotion word>.,this boy,male,,fear,anxious
This boy feels fearful.,<person subject> feels <emotion word>.,this boy,male,,fear,fearful
This boy feels happy.,<person subject> feels <emotion word>.,this boy,male,,joy,happy
This boy feels ecstatic.,<person subject> feels <emotion word>.,this boy,male,,joy,ecstatic
